LicenceNo,LicenceType,PremisesName,Licensee,Address1,Address2,Suburb,Postcode
32268264,Restaurant & Café,ACHELYA CAFE AND KEBAB RESTAURANT,AGA TELECOMMUNICATIONS PTY LTD,TENANCY 19 AQUITINA WAY,NEW QUAY,DOCKLANDS,3008
31820801,On-Premises Licence,BAR CORVINA,THE GROUP OF COMPANIES PTY LTD,TENANCY 2,157 FITZROY STREET,ST KILDA,3182
32241165,Restaurant & Café,TIEN TIEN ON FITZROY,J T TRAN PTY LTD,TENANCY 2,29 FITZROY STREET,ST KILDA,3182
32290114,On-Premises Licence,POPPY'S THAI RESTAURANTS,SAISUNEE MACFARLANE,TENANCY 2,295 MAROONDAH HIGHWAY,RINGWOOD,3134
32278942,On-Premises Licence,ASIAN PALACE,LING CORPORATION PTY LTD,TENANCY 2 KARINGAL ENT'MENT COMPLEX,330 CRANBOURNE ROAD,FRANKSTON,3199
32285054,On-Premises Licence,COCOCHINE,K & B DEVELOPMENT PTY LTD,"TENANCY 21, CAROLINE SPRINGS S/CTR",LAKE STREET,CAROLINE SPRINGS,3023
32272564,Late night (on-premises) Licence,FEDDISH BAR & RESTAURANT,SOVEREIGN HOTEL GROUP PTY LTD,TENANCY 23A,FEDERATION SQUARE,MELBOURNE,3000
32268141,On-Premises Licence,BROT BAKERY CAFE,BINH PHAM,TENANCY 28 SAINT MANGOS LANE,NEW QUAY,DOCKLANDS,3008
32273722,Restaurant & Café,DELLA NONNA QV,STUGOTS PTY LTD,TENANCY 29-31 QV DEVELOPMENT,210 LONSDALE STREET,MELBOURNE,3000
32059259,Packaged Liquor,LIQUORLAND,LIQUORLAND (AUSTRALIA) PTY LTD,TENANCY 2A NORTHPOINT S/CENTRE,72 HOPKINS WAY,WARRNAMBOOL,3280
32242103,Late night (on-premises) Licence,KATISHE,THE NUMBERS GROUP PTY LTD,TENANCY 3,29 FITZROY STREET,ST KILDA,3182
36113796,Limited Licence,ELG & ROBINSON WILLIAMSTOWN,ELG DEVELOPMENTS PTY LTD,"TENANCY 3, 19-21 DOUGLAS PARADE",,WILLIAMSTOWN,3016
32293968,Restaurant & Café,BASE EATERY,LEAGIT PTY LTD,TENANCY 3/4,6-8 EASTERN BEACH ROAD,GEELONG,3220
32268044,On-Premises Licence,FISH BAR,JIN TAI XING (AUST) PTY LTD,TENANCY 30 NEW QUAY RETAIL,PRECINCT PROMENADE,DOCKLANDS,3008
32290538,Late night (on-premises) Licence,PARTYWORLD,PARTYWORLD INTERNATIONAL PTY LTD,"TENANCY 301, LEVEL 3,","MELBOURNE CENTRAL, 211 LATROBE ST",MELBOURNE,3000
32280347,On-Premises Licence,THE GROOVE TRAIN - MELBOURNE CENTRAL,GT 4 PTY LTD,TENANCY 302 MELBOURNE CENTRAL,211 LATROBE STREET,MELBOURNE,3000
32279639,Late night (on-premises) Licence,MELBOURNE CENTRAL LION,JANDALEE PTY LTD,TENANCY 303 MELBOURNE CENTRAL,LATROBE STREET,MELBOURNE,3000
31921893,Late night (general) Licence,THE CHASE HOTEL,VICTORIAN TAVERNS PTY LTD,TENANCY 304,FOREST HILL CHASE SHOPPING CENTRE,FOREST HILL,3131
32273594,Restaurant & Café,VIC HARBOUR KITCHEN & BAR,VIC HARBOUR PTY LTD,TENANCY 31,68-70 NEW QUAY PROMENADE,DOCKLANDS,3008
32279621,Restaurant & Café,TOMODACHI MELBOURNE CENTRAL,SUSHI A GO GO PTY LTD,TENANCY 317,"MELBOURNE CENTRAL, LATROBE STREET",MELBOURNE,3000
32274859,Restaurant & Café,WILD FIRE BBQ N BAR,WILD FIRE BBQ N BAR PTY LTD,TENANCY 32,62-64 NEW QUAY PROMENADE,DOCKLANDS,3008
32274168,Restaurant & Café,SAGANAKI GRILL,SAGANAKI GRILL PTY LTD,"TENANCY 33, NOLAN BUILDING",58-62 NEW QUAY PROMENADE,DOCKLANDS,3008
32060129,Packaged Liquor,BWS,WOOLWORTHS LIMITED,TENANCY 4,18 FERGUSON STREET,WILLIAMSTOWN,3016
32242006,Restaurant & Café,CHINTA BLUES,CHINTA BLUES PTY LTD,TENANCY 4,6 ACLAND STREET,ST KILDA,3182
32060111,Packaged Liquor,BWS,WOOLWORTHS LIMITED,TENANCY 4,CORNER RAE & HESSE STREETS,COLAC,3250
32002155,Packaged Liquor,CHAS COLE CELLARS,DISCO TRADING PTY LTD,"TENANCY 4, 25 SETTLEMENT ROAD",,BELMONT,3216
31822811,On-Premises Licence,AIRSTREAM CAFE,AIRSTREAM HOLDINGS PTY LTD,"TENANCY 4, CENTURY CITY WALK",285-287 SPRINGVALE ROAD,GLEN WAVERLEY,3150
32278308,Restaurant & Café,HOGS BREATH CAFE (KARINGAL),PENINSULA PIG PTY LTD,"TENANCY 4, KARINGAL HUB S/CENTRE",STARZONE ENTERTAINMENT PRECINCT,FRANKSTON,3199
32058350,Packaged Liquor,DAN MURPHY,WOOLWORTHS LIMITED,"TENANCY 4, PARKDALE PLAZA",363-383 NEPEAN HIGHWAY,PARKDALE,3195
32295538,Restaurant & Café,SHOU SUMIYAKI,TAKUMI SUMIYAKI PTY LTD,TENANCY 5,158 LITTLE BOURKE STREET,MELBOURNE,3000
32250122,Restaurant & Café,THE PANCAKE PARLOUR,LOVELY PANCAKES PTY LTD,"TENANCY 5, CENTURY CITY WALK",285-287 SPRINGVALE ROAD,GLEN WAVERLEY,3150
32281238,Restaurant & Café,E'PRONTO,MAURIZIO BIASI,"TENANCY 57, CENTRO MILDURA",CORNER 15TH STREET & DEAKIN AVENUE,MILDURA,3500
31821695,On-Premises Licence,IL FORNAIO,JOYMORE PTY LTD,TENANCY 6,29 FITZROY STREET,ST KILDA,3182
32297263,Restaurant & Café,MOVIDA TERRAZA,MOVIDA PTY LTD,TENANCY 6,500 BOURKE STREET,MELBOURNE,3001
32291526,Restaurant & Café,KANTINA KARTEL,KARDIS HOSPITALITY & CATERING PTY LTD,TENANCY 6,500 COLLINS STREET,MELBOURNE,3000
32267860,Restaurant & Café,LIQUID BAR CAFE LOUNGE,LIQUID ENTERPRISES PTY LTD,TENANCY 6 ARKLEY PROMENADE,NEW QUAY,DOCKLANDS,3008
32288735,Restaurant & Café,RARE MASTER STEAKHOUSE,THE STEAKHOUSE GROUP PTY LTD,"TENANCY 6, 61 LITTLE COLLINS STREET",OFF MCGRATHS LANE,MELBOURNE,3000
36069248,Limited Licence,,BAGGEN PTY LTD,TENANCY 61G NEW QUAY,RETAIL PRECINCT PROMENADE,DOCKLANDS,3008
32267705,Restaurant & Café,,BAGGEN PTY LTD,TENANCY 61G NEW QUAY,RETAIL PRECINCT PROMENADE,DOCKLANDS,3008
32267682,Restaurant & Café,LIVEBAIT,CERTIA PTY LTD,TENANCY 61U NEW QUAY,RETAIL PRECINCT PROMENADE,DOCKLANDS,3008
32297271,Restaurant & Café,MOVIDA AQUI,MOVIDA PTY LTD,TENANCY 7,500 BOURKE STREET,MELBOURNE,3001
32267242,On-Premises Licence,RENZO'S BAR CAFE ITALIANO,THIRD STEEL PTY LTD,TENANCY 7,NEW QUAY RETAIL PRECINT,DOCKLANDS,3008
31952705,General Licence,LA VITA BUONA 'THE GOOD LIFE',CORKBOARD PRODUCTIONS PTY LTD,TENANCY 7 CITY SQUARE,44-86 SWANSTON STREET,MELBOURNE,3000
32273463,Late night (on-premises) Licence,LIONEL BAR,ARTESIAN GROUP PTY LTD,"TENANCY 7, 60-64 FITZROY STREET",,ST KILDA,3182
32297598,Restaurant & Café,"SUJIN THAI ""WATER FRONT'",SUJIN ANSET-BOONCHUAY,"TENANCY 7, EDGEWATER GEELONG",6-8 EASTERN BEACH ROAD,GEELONG,3220
32057095,Packaged Liquor,QUICKLIQUOR,QUICKLIQUOR PTY LTD,TENANCY 8,2-24 WATERVIEW WALK,DOCKLANDS,3008
32279485,Restaurant & Café,MALIBU RESTAURANT,HC MALIBU PTY LTD,TENANCY 8 KARINGAL ENT'MENT COMPLEX,330 CRANBOURNE ROAD,FRANKSTON,3199
32276916,Restaurant & Café,HARBOUR NOODLES,TYMENG SOUK,TENANCY 8 VICTORIA HARBOUR,800 BOURKE STREET,DOCKLANDS,3008
32268769,Restaurant & Café,LIONEL BAR,ARTESIAN GROUP PTY LTD,"TENANCY 8, 60-64 FITZROY STREET",,ST KILDA,3182
32293502,On-Premises Licence,STRIKE CCW,STRIKE CCW PTY LTD,"TENANCY 9, CENTURY CITY WALK",289 SPRINGVALE RD,GLEN WAVERLEY,3150
31271028,BYO Permit,PROVISIONS FOOD STORE,PROVISIONS FOOD STORE PTY LTD,TENANCY A,250 CAMBERWELL ROAD,CAMBERWELL,3124
32051976,Packaged Liquor,DAN MURPHY,WOOLWORTHS LIMITED,TENANCY C,1 LOUISA STREET,COBURG,3058
32293162,Restaurant & Café,THE COFFEE CLUB WATERFRONT CITY,PARAGON HOLDINGS (AUSTRALIA) PTY LTD,TENANCY CCG03,3 STAR CIRCUS,DOCKLANDS,3008
32295952,Restaurant & Café,CHILLIPADI WATERFRONT CITY,CHILLIPADI (RICHMOND) PTY LTD,"TENANCY CE G02, 2 THE CIRCUS",WATERFRONT CITY,DOCKLANDS,3008
32274493,Restaurant & Café,CAFE ERA,SKD HOLDINGS PTY LTD,TENANCY E03 MELBOURNE CENTRAL,CNR ELIZABETH AND LATROBE STREETS,MELBOURNE,3000
32057744,Packaged Liquor,PORT MELBOURNE IGA PLUS LIQUOR,DIAMONDVIEW ENTERPRISES PTY LTD,TENANCY E5 & F5,78-92 BAY STREET,PORT MELBOURNE,3207
32293065,Restaurant & Café,TENDER TRAP TAPPAS WINE BAR,VINZINA CAFE PTY LTD,"TENANCY F017, CHADSTONE SHOPPING CENTRE",1341 DANDENONG ROAD,CHADSTONE,3148
32276788,On-Premises Licence,JULIET'S CHAMPAGNE BAR,JULIET'S CHAMPAGNE BAR PTY LTD,"TENANCY F20, GPO DEVELOPMENT",188-218 ELIZABETH STREET,MELBOURNE,3000
32276657,On-Premises Licence,YOYOGI JAPANESE CAFE,HENG FENG PTY LTD,"TENANCY G 007, FRANKSTON ENTERTAINMENT CENTRE",21 WELLS STREET,FRANKSTON,3199
32288696,On-Premises Licence,MOOSE BAR & CAFE,CAPRI CATERING PTY LTD,TENANCY G02,15-19 CLAREMONT STREET,SOUTH YARRA,3141
32283450,Restaurant & Café,CAFE VUE,EUROPEAN CUISINE OF AUSTRALIA PTY LTD,TENANCY G1,430-436 LITTLE COLLINS STREET,MELBOURNE,3000
31951589,General Licence,NOSH ON COLLINS,NOUREDDINE EL AYOUBI,TENANCY G10,546-566 COLLINS STREET,MELBOURNE,3000
31951571,General Licence,NERO BAR,PURPLE HILL PTY LTD,TENANCY G12,546-566 COLLINS STREET,MELBOURNE,3000
32276631,On-Premises Licence,NANDO'S BAYSIDE,MLEC HOLDINGS PTY LTD,TENANCY G12,BAYSIDE ENTERTAINMENT S/CENTRE,FRANKSTON,3199
31952022,Late night (general) Licence,JAMES SQUIRE BREWHOUSE AT WATERFRONT CITY MELBOURN,EBSWORTH PROPERTIES PTY LTD,TENANCY G16 439 DOCKLANDS DRIVE,WATERFRONT CITY DOCKLANDS,DOCKLANDS,3008
32276958,On-Premises Licence,FEDERAL COFFEE PALACE,3 BAGS FULL PTY LTD,"TENANCY G23, GPO DEVELOPMENT",188-218 ELIZABETH STREET,MELBOURNE,3000
31951937,General Licence,RAMENYA,RAMENYA PTY LTD,"TENANCY G25, GPO DEVELOPMENT",188-218 ELIZABETH STREET,MELBOURNE,3000
36092843,Limited Licence,,CA DE VIN PTY LTD,TENANCY G29 GPO DEVELOPMENT,188-218 ELIZABETH STREET,MELBOURNE,3000
32279948,On-Premises Licence,,CA DE VIN PTY LTD,TENANCY G29 GPO DEVELOPMENT,188-218 ELIZABETH STREET,MELBOURNE,3000
32279574,Late night (on-premises) Licence,LA DI DA FOOD & BEVERAGE,PURE LIGHTENING PTY LTD,"TENANCY G8/G9, BOURKE PLACE",LITTLE BOURKE,MELBOURNE,3000
31951610,General Licence,PURE SOUTH,KING'S TABLE (SOUTHBANK) PTY LTD,TENANCY GR2,3 SOUTHGATE AVENUE,SOUTHBANK,3006
32268450,Restaurant & Café,THE PANCAKE PARLOUR,LOVELY PANCAKES PTY LTD,"TENANCY L305, EASTLAND SHOPPING CENTRE",MAROONDAH HIGHWAY,RINGWOOD,3134
32285478,Restaurant & Café,BIGLIETTO,DELAWARE NORTH RETAIL SERVICES PTY LTD,TENANCY LMA 02 MEZZANINE FOOD COURT,SOUTHERN CROSS STATION,MELBOURNE,3000
31952276,General Licence,LOCO BAR,DELAWARE NORTH RETAIL SERVICES PTY LTD,TENANCY LMA 13 MEZZANINE,"FOOD COURT, SOUTHERN CROSS STATION",MELBOURNE,3000
32057697,Packaged Liquor,FIRST CHOICE LIQUOR SUPERSTORE,LIQUORLAND (AUSTRALIA) PTY LTD,"TENANCY MM14, BAYSIDE SHOPPING CENTRE",15 BEACH STREET,FRANKSTON,3199
32272213,On-Premises Licence,KINGPIN,BOWLING CENTRES AUSTRALIA PTY LIMITED,TENANCY MM4 VICTORIA GARDENS,CORNER VICTORIA & BURNLEY STREETS,RICHMOND,3121
32006638,Packaged Liquor,LIQUORLAND,LIQUORLAND (AUSTRALIA) PTY LTD,TENANCY NO 1 BRANDON PARK S.C,CNR SPRINGVALE & FERNTREE GULLY RD,MULGRAVE,3170
32020690,Packaged Liquor,LIQUORLAND,LIQUORLAND (AUSTRALIA) PTY LTD,TENANCY NO E19 STUD PARK SHP/CENTRE,CNR STUD & FULHAM ROADS,ROWVILLE,3178
32277580,On-Premises Licence,EQUINOX BAR RESTAURANT,CRAIG HENG TOH,TENANCY OE8 MELBOURNE CENTRAL,LATROBE STREET,MELBOURNE,3000
32295871,Restaurant & Café,HOGS BREATH CAFE WATERGARDENS,MERRENDA PTY LTD,TENANCY R03 STATION STREET - WATERGARDENS TOWN CEN,399 MELTON HIGHWAY,TAYLORS LAKES,3038
32060284,Packaged Liquor,CARRUM DOWNS CELLARS,AUSTRALIA YONGMING ENTERPRISES PTY LTD,"TENANCY R03, CARRUM DOWNS PLAZA",335 BALLARTO ROAD,CARRUM DOWNS,3201
32060624,Packaged Liquor,LIQUORLAND,LIQUORLAND (AUSTRALIA) PTY LTD,TENANCY R04,108 OCEAN BEACH ROAD,SORRENTO,3943
32247111,Restaurant & Café,LA PORCHETTA,PARREN PTY LTD,"TENANCY R04, STATION STREET",WATERGARDENS TOWN CENTRE,SYDENHAM,3038
32297784,Restaurant & Café,CHILLIPADI WATERGARDENS,CHILLIPADI WATERGARDENS PTY LTD,"TENANCY R06A, STATION STREET",399 MELTON HIGHWAY,TAYLORS LAKES,3038
32007309,Packaged Liquor,LIQUORLAND,LIQUORLAND (AUSTRALIA) PTY LTD,TENANCY R1,MELTON REGIONAL SHOPPING CENTRE,MELTON,3337
32295619,Restaurant & Café,KOUZINA RESTAURANT AND BAR,KOUZINA WATERGARDENS PTY LTD,TENANCY R7 WATERGARDENS TOWN CENTRE,399 MELTON HIGHWAY,TAYLORS LAKES,3038
32024733,Packaged Liquor,SAFEWAY LIQUOR,WOOLWORTHS LIMITED,TENANCY S1 SUNSHINE MARKET PLACE,SHOPPING CENTRE,SUNSHINE,3020
32281270,On-Premises Licence,ALTO EVENTS,ALTO EVENTS PTY LTD,"TENANCY T02, LEVEL 3, PART OF GPO DEVELOPMENT",188-218 ELIZABETH STREET,MELBOURNE,3000
32267747,Late night (on-premises) Licence,ZINC AT FEDERATION SQUARE,SPOTLESS SERVICES AUSTRALIA LIMITED,TENANCY T021 FEDERATION SQUARE,CNR FLINDERS & SWANSTON STREET,MELBOURNE,3000
32268272,On-Premises Licence,IL POMODORO FED SQUARE,IL POMODORO FED SQUARE PTY LTD,"TENANCY T122, FEDERATION SQUARE",CORNER FLINDERS & SWANSTONS STREETS,MELBOURNE,3000
32267789,Restaurant & Café,BOKCHOY TANG,N.G AUSTRALIA PTY LTD,"TENANCY T141, FEDERATION SQUARE",CORNER FLINDERS & SWANSTON STREETS,MELBOURNE,3000
32267797,Restaurant & Café,CAFE CHINOTTO,N.G AUSTRALIA PTY LTD,"TENANCY T143, FEDERATION SQUARE",CORNER FLINDERS & SWANSTON STREETS,MELBOURNE,3000
32268337,On-Premises Licence,THE AUSTRALIAN CENTRE FOR THE MOVING IMAGE,ROWLAND COMMERCIAL PTY LTD,"TENANCY T161A, FEDERATION SQUARE",CORNER FLINDERS & SWANSTON STREETS,MELBOURNE,3000
32281131,On-Premises Licence,THE RUSSIAN BAR,ASIAN PACIFIC BUILDING CORPORATION PTY LTD,"TENANCY T4, 480 COLLINS STREET",,MELBOURNE,3000
32296877,Restaurant & Café,TASTY THAI,DATUS PTY LTD,TENANCY T73 MOONEE PONDS CENTRE,21-31 HALL STREET,MOONEE PONDS,3039
32285101,On-Premises Licence,VILLA & HUT KAFE,VILLA & HUT KAFE PTY LTD,"TENANCY TO1, ESSENDON HOMEMAKER CENTRE",100 BULLA ROAD,ESSENDON,3040
32278609,Restaurant & Café,ESPRESSO NOVA,AUS VIVA FIVE PTY LTD,TENANCY UG8,600 BOURKE STREET,MELBOURNE,3000
31407140,Restricted Club Licence,CRESSY FOOTBALL,CRESSY FOOTBALL,TENNANT STREET,,CRESSY,3322
31116723,BYO Permit,MARIBYRNONG PARK TENNIS CLUB,MARIBYRNONG PARK TENNIS CLUB,TENNIS CLUB HOUSE,189 HOLMES ROAD,MOONEE PONDS,3039
31122465,BYO Permit,RED HILL TENNIS CLUB TENNIS CLUB ROOMS,RED HILL TENNIS CLUB,TENNIS CLUB ROOMS,RED HILL RECREATION RESERVE RE,RED HILL,3937
31403772,Restricted Club Licence,TERANG MORTLAKE FOOTBALL NETBALL CLUB,TERANG MORTLAKE FOOTBALL NETBALL CLUB INC,TERANG RECREATION RESERVE,STRONG STREET,TERANG,3264
31909257,General Licence,MOUNT NOORAT HOTEL,NIEWAND PTY LTD,TERANG ROAD,,NOORAT,3265
36068624,Limited Licence,ECKLIN CRICKET CLUB,ECKLIN CRICKET CLUB,TERANG-TIMBOON ROAD,,TERANG,3264
36111192,Limited Licence,REGIONAL EXPRESS HOLDINGS,REGIONAL EXPRESS HOLDINGS LIMITED,TERMINAL 3,MELBOURNE AIRPORT,TULLAMARINE,3043
36065587,Limited Licence,WHITEHORSE UNITED SOCCER CLUB,WHITEHORSE UNITED SOCCER CLUB INC,TERRARA PARK,TERRARA ROAD,VERMONT SOUTH,3133
31106760,BYO Permit,BLACKBURN UNITING CRICKET CLUB,BLACKBURN UNITING CRICKET CLUB,TERRARA RD,,VERMONT,3133
32120694,Full Club Licence,FISH CREEK BOWLS CLUB INCORP,FISH CREEK BOWLS CLUB INC,TERRILL PARK,FALLS ROAD,FISH CREEK,3959
32294469,Restaurant & Café,BARISTA ESPRESS CBW,BARISTA ESPRESS CBW PTY LTD,TG03,181 WILLIAM STREET,MELBOURNE,3000
32295504,Restaurant & Café,RICE'N ROLLS,PHORNPHAN SANGSEREEDUMRONG,TG08 CBW BUILDING,181 WILLIAM STREET,MELBOURNE,3000
32295499,Restaurant & Café,CAFE SALIDA,MOSES ELASMAR,TG25 550 BOURKE STREET,,MELBOURNE,3000
36084125,Limited Licence,WARRNAMBOOL BASKETBALL,WARRNAMBOOL BASKETBALL INC,THE ARC,CARAMUT ROAD,WARRNAMBOOL,3280
31426372,Restricted Club Licence,MCLEAN RESERVE,SPOTSWOOD SPORTS CLUB INC,THE AVENUE,,SPOTSWOOD,3015
36105395,Limited Licence,OCEAN GROVE CRICKET CLUB,OCEAN GROVE CRICKET CLUB INC,THE AVENUE,,OCEAN GROVE,3226
36114344,Limited Licence,OCEAN GROVE SPORTING CLUB,OCEAN GROVE SPORTING CLUB INC,THE AVENUE,,OCEAN GROVE,3226
31401851,Restricted Club Licence,OCEAN GROVE SPORTING CLUB,OCEAN GROVE SPORTING CLUB INC,THE AVENUE,,OCEAN GROVE,3226
31423811,Restricted Club Licence,WARRACKNABEAL BOWLING CLUB,WARRACKNABEAL BOWLING CLUB INC,THE AVENUE,,WARRACKNABEAL,3393
31130175,BYO Permit,THE MITRE SKI CLUB,THE MITRE SKI CLUB INC,THE AVENUE,,MT BULLER,3723
31150125,BYO Permit,THE ALPINE CLUB OF VICTORIA SKI LODGE,ALPINE CLUB OF VICTORIA INC,THE AVENUE,,MOUNT BULLER,3723
32234833,Late night (on-premises) Licence,ONDERGRONDS LOUNGE,ONDERGRONDS PTY LTD,THE BASEMENT,31 RUSSELL STREET,MELBOURNE,3000
31920481,Late night (general) Licence,AMBER LOUNGE,PETER DAVID WINTERS,THE BASEMENT,390 LONSDALE STREET,MELBOURNE,3000
31917454,Late night (general) Licence,THE MELBOURNE BAR & BISTRO,GLOBAL CREST PTY LTD,THE BASEMENT SOUTH EAST,CNR BOURKE & ELIZABETH STS,MELBOURNE,3000
36088519,Limited Licence,MARIBYRNONG PARK CRICKET CLUB,MARIBYRNONG PARK CRICKET CLUB INC,THE BOULEVARD,,MOONEE PONDS,3039
31411987,Restricted Club Licence,MARIBYRNONG PARK SPORTS CLUB,MARIBYRNONG PARK SPORTS CLUB INC,THE BOULEVARD,,MOONEE PONDS,3039
31114006,BYO Permit,CSIR SKI CLUB,C S I R SKI CLUB,THE C S I R DRIFT CHALET,HOTHAM HEIGHTS VILLAGE,HOTHAM HEIGHTS,3741
31103055,BYO Permit,NORTH BALWYN RSL SUB BRANCH,NORTH BALWYN RSL SUB BRANCH,THE CENTREWAY,,BALWYN NORTH,3104
31405978,Restricted Club Licence,GEELONG WEST CRICKET & FOOTBALL CLUB,GEELONG WEST CRICKET & FOOTBALL CLUB,THE CLUB ROOMS/BAKERS OVAL,SHANNAN AVENUE,GEELONG WEST,3218
32276275,On-Premises Licence,COURT A'FAIR,MELISSA KATE KENT,THE COURTHOUSE,179 MANIFOLD STREET,CAMPERDOWN,3260
32208248,Late night (on-premises) Licence,THE NATIONAL GOLF CLUB,NATIONAL GOLF HOLDINGS LTD,THE CUPS DRIVE,,CAPE SCHANCK,3939
36062725,Limited Licence,THE NATIONAL GOLF CLUB,NATIONAL GOLF HOLDINGS LTD,THE CUPS DRIVE,,CAPE SCHANCK,3939
36064688,Limited Licence,WARRENBAYNE WINES,MITEP PTY LTD,"THE ELMS, ROACH'S ROAD",,WARRENBAYNE WEST,3670
32255504,Restaurant & Café,THE ROTUNDA,WILLIAMSTOWN ROTUNDA PTY LTD,THE ESPLANADE,,WILLIAMSTOWN,3016
32294728,On-Premises Licence,THE MIDDLE BRIGHTON BATHS RESTAURANT,RAYNORS PTY LTD,THE ESPLANADE,,BRIGHTON,3186
31913882,General Licence,ST LEONARDS BY THE SEA HOTEL / MOTEL,HALKYON PTY LTD,THE ESPLANADE,,ST LEONARDS,3223
32105610,Full Club Licence (prev. Club Licence),TORQUAY BOWLS CLUB,TORQUAY BOWLS CLUB INC,THE ESPLANADE,,TORQUAY,3228
36096758,Limited Licence,GIPPSLAND LAKES YACHT CLUB INC,GIPPSLAND LAKES YACHT CLUB INC,THE ESPLANADE,,PAYNESVILLE,3880
32235465,Restaurant & Café,FISHERMANS WHARF CAFE,BLUE INK SERVICES PTY LTD,THE ESPLANADE,,PAYNESVILLE,3880
31406403,Restricted Club Licence,GIPPSLAND LAKES YACHT CLUB,GIPPSLAND LAKES YACHT CLUB INC,THE ESPLANADE,,PAYNESVILLE,3880
31907352,Late night (general) Licence,ISLE OF WIGHT HOTEL,ISLE OF WIGHT HOTEL PTY LTD,THE ESPLANADE,,COWES,3922
31401526,Restricted Club Licence,MORNINGTON BOWLING CLUB,MORNINGTON BOWLING CLUB,THE ESPLANADE,,MORNINGTON,3931
36104307,Limited Licence,"MT. MARTHA LIFE SAVING, SWIMMING & YOUTH CLUB","MT. MARTHA LIFE SAVING, SWIMMING & YOUTH CLUB INC",THE ESPLANADE,,MOUNT MARTHA,3934
32121056,Full Club Licence,INVERLOCH BOWLING CLUB,INVERLOCH BOWLING CLUB INC,THE ESPLANADE,,INVERLOCH,3996
32100848,Full Club Licence (prev. Club Licence),PATTERSON RIVER COUNTRY CLUB,PATTERSON RIVER COUNTRY CLUB,THE FAIRWAY,,BONBEACH,3196
36069921,Limited Licence,PATTERSON RIVER COUNTRY CLUB,PATTERSON RIVER COUNTRY CLUB LTD,THE FAIRWAY,,BONBEACH,3196
32450405,Vigneron's Licence,THE FALLS VINEYARD & WINERY,ANDREW WILSON CAMERON,THE FALLS,RMB 2750,EUROA,3666
31105625,BYO Permit,HAMPTON SAILING CLUB,THE SECRETARY,THE FORESHORE,,SANDRINGHAM,3191
31420685,Restricted Club Licence,OCEAN GROVE SURF LIFE SAVING CLUB,OCEAN GROVE SURF LIFE SAVING CLUB INC,THE FORESHORE,,OCEAN GROVE,3226
31426704,Restricted Club Licence,WESTERNPORT ANGLING CLUB,WESTERNPORT ANGLING CLUB INC,THE FORESHORE,,HASTINGS,3915
32253536,Restaurant & Café,THE COWES PIER DINER,THE COWES PIER DINER PTY LTD,THE FORESHORE,,COWES,3922
32122874,Full Club Licence,BLAIRGOWRIE YACHT SQUADRON CLUB,BLAIRGOWRIE YACHT SQUADRON INC,THE FORESHORE,,BLAIRGOWRIE,3942
36078077,Limited Licence,PATTERSON RIVER MOTOR BOAT CLUB,PATTERSON RIVER MOTOR BOAT CLUB,THE FORESHORE,OFF STEPHENS STREET,CARRUM,3197
31425198,Restricted Club Licence,BEAUMARIS YACHT CLUB,BEAUMARIS YACHT CLUB INC,THE FORESHORE,RICKETTS POINT,BEAUMARIS,3193
32243620,Late night (on-premises) Licence,SPOTLESS SERVICES AUSTRALIA LIMITED,SPOTLESS SERVICES AUSTRALIA LIMITED,THE GEORGE BALLROOM,127 FITZROY STREET,ST KILDA,3182
32006947,Packaged Liquor,SAFEWAY,WOOLWORTHS LIMITED,THE GLEN,CNR SPRINGVALE & SULLIVANS ROAD,GLEN WAVERLEY,3150
32453160,Vigneron's Licence,ANDERSON RIDGE WINES,HUGH HAROLD GENGOULT-SMITH,THE GRANGE,3120 BASS HIGHWAY,ANDERSON,3995
32920426,Pre-retail Licence,CHARLOTTE PLAINS,IAN JAMES KEMP,THE GRANGE,RMB 3180 DOOLEYS ROAD,MARYBOROUGH,3465
36076326,Limited Licence,KINGSTON CITY SOCCER CLUB,KINGSTON CITY SOCCER CLUB,THE GRANGE RESERVE,OSBORNE AVENUE,CLAYTON SOUTH,3168
31425253,Restricted Club Licence,WODONGA STUDENT ASSOCIATION,WODONGA STUDENT ASSOCIATION INC,THE HANGAR,87 MCKOY STREET,WODONGA,3690
36022351,Limited Licence,FRASER ISLAND RESORT,FRASER ISLAND PTY LTD,THE HOMESTEAD BUILDING,FRASER ISLAND,GIPPSLAND LAKES,3909
32001141,Packaged Liquor,SAFEWAY,WOOLWORTHS LIMITED,THE HUB SHOPPING CENTRE,CNR CRANBOURNE ROAD & KARINGAL DRIVE,KARINGAL,3199
36096407,Limited Licence,LAKES ENTRANCE SURF LIFE SAVING CLUB,LAKES ENTRANCE SURF LIFE SAVING CLUB INC,THE HUMMOCKS,,LAKES ENTRANCE,3909
36088810,Limited Licence,MORDIALLOC MOTOR YACHT CLUB,MORDIALLOC MOTOR YACHT CLUB INC,THE ISLAND R/O BRIDGE HOTEL,1 NEPEAN HIGHWAY,MORDIALLOC,3195
31421550,Restricted Club Licence,MOORABBIN WEST CRICKET CLUB,MOORABBIN WEST CRICKET CLUB INC,THE JACK LEVY PAVILLION,WIDDOP CRESCENT RESERVE WIDDOP,HAMPTON,3188
32240119,On-Premises Licence,TGI FRIDAY'S,TGI FRIDAYS ASIA PACIFIC PTY LTD,THE JAM FACTORY,500 CHAPEL STREET,PRAHRAN,3181
